"S1" "S4" "S7" "S2" "S5" "S8" "S3" "S6" "S9"
"CAV3" 74 66 450 72 55 187 41 37 34
"MXRA7" 804 1316 4016 830 1054 3674 1189 1018 1356
"LIMK2" 18407 13174 23829 19037 16765 12370 17591 11568 18036
"MFSD5" 1032 891 1870 983 998 1003 1179 1080 1236
"RNASE10" 0 0 2 0 1 5 1 0 1
"ADI1" 7672 7761 8098 7184 7484 3263 7178 7290 7769
"RWDD4" 331 388 420 322 348 250 335 434 399
"SPNS3" 11 20 20 16 14 31 37 10 25
"CLEC4G" 0 2 3 1 3 1 0 4 1
"SATB1" 274 279 459 308 507 307 278 94 214
"NXPH3" 96 68 44 94 136 430 185 45 76
"CSF1R" 5970 1541 2504 5816 1711 4431 3396 990 1846
"EPHB3" 290 734 519 541 840 818 526 751 407
"VCX" 0 4 0 0 0 0 1 1 2
"ACTL10" 6 2 13 4 6 14 8 5 12
"EPGN" 20 26 10 16 19 44 13 148 7
"KRTAP11-1" 0 0 0 0 0 0 0 0 0
"SNORC" 1293 1187 1422 1243 1408 801 1082 996 1204
"HS3ST4" 29 50 31 20 30 23 21 31 23
"TRAK1" 7520 5658 7183 8618 6411 5109 7418 2962 7854
"TSPAN10" 21 20 56 21 31 32 21 21 41
"OR2V2" 2 1 1 1 1 0 0 0 0
"PLCB1" 528 971 484 752 1007 294 935 591 940
"SKA2" 666 930 1080 735 837 507 944 987 1012
"RXFP3" 0 1 0 0 1 1 3 1 0
"OR10G7" 0 0 0 0 0 0 0 1 0
"NDN" 238 625 282 238 505 131 206 584 215
"CCDC172" 0 7 1 1 1 1 1 0 0
"OR4Q3" 0 0 0 0 0 0 0 0 0
"NTM" 16 60 30 26 6 35 7 3 17
"TTC3" 6190 6478 8998 5596 6776 3628 6840 2710 9546
"KCNB2" 2 18 9 4 9 25 1 7 9
"PPP1R27" 6 7 20 23 11 6 37 8 15
"BRICD5" 179 195 343 202 203 131 234 156 264
"GALR2" 1 6 1 1 5 0 2 9 8
"RESP18" 0 0 0 0 0 0 0 0 0
"IGIP" 285 286 308 277 314 171 316 127 303
"TSKU" 4380 3050 9064 4241 3945 4755 4156 3470 2941
"CMC4" 440 644 621 418 562 298 561 583 531
"ANXA2" 58321 63300 64474 56541 59516 37919 60446 60680 54023
"RGS6" 46 210 70 50 335 45 60 351 78
"HOXB4" 154 219 332 161 256 143 210 75 346
"SLC35D3" 0 2 0 0 0 3 0 4 1
"PAQR7" 2334 2791 3742 2508 2692 1317 3003 1323 3207
"PAPPA" 4078 1139 11747 7151 3585 40518 3417 1855 387
"MAFA" 24 105 117 45 158 41 44 269 94
"NGRN" 4707 4583 6667 4572 5178 3742 4571 5570 4936
"GRID1" 97 131 105 101 129 49 145 217 121
"RPS17" 35214 38563 33374 34044 35320 13824 41260 44436 33124
"HCAR2" 1039 149 373 961 265 738 478 129 173
"OR2T29" 0 0 0 0 0 0 0 0 0
"CCDC87" 2 1 2 1 2 1 2 0 3
"GSTA5" 1 0 0 0 0 1 0 0 0
"C1orf116" 95 30 77 109 33 143 146 133 48
"MAGEB17" 0 0 3 0 0 0 0 0 0
"CRIP2" 474 1366 613 625 1121 350 744 1012 510
"DDX28" 941 419 1068 776 564 651 843 820 957
"KRTAP13-2" 0 0 0 0 0 0 0 0 0
"ACBD3" 8604 9236 8196 8880 9366 4685 7803 6409 6094
"C16orf72" 7770 6537 9121 6840 7312 6252 6071 12666 6600
"PLCXD3" 144 57 56 89 55 24 33 8 151
"VMO1" 49 26 74 109 39 134 62 21 21
"OR4F15" 0 0 0 0 0 0 0 0 0
"ALG12" 873 601 876 836 628 525 825 683 672
"LCK" 24 17 59 7 13 91 8 7 12
"GALNT9" 24 10 41 13 22 23 9 3 17
"COL18A1" 1604 2406 3540 1732 2214 1175 2052 2111 975
"RBM10" 1985 1767 2435 2289 1952 1723 2289 2817 1894
"ADGRG3" 93 27 320 44 19 223 60 17 50
"GLUD2" 336 340 585 431 438 220 411 257 585
"TMEM95" 1 0 4 0 0 1 2 1 0
"TCHHL1" 18 2 8 3 0 16 9 66 4
"RPL35A" 26723 28923 19166 25831 26205 8447 27406 30410 19176
"RGS7" 17 69 19 13 10 23 14 19 10
"SLC25A18" 26 35 65 20 28 36 22 25 67
"ZNF721" 1029 1054 1440 1138 1358 896 1205 2597 1974
"TCEAL7" 15 71 156 24 70 47 21 108 29
"C11orf54" 3137 2624 4320 3038 3093 1581 2980 1421 4831
"CEP63" 1547 1405 1958 1651 1476 1047 1900 860 1777
"WFDC10B" 3 3 17 2 14 30 9 4 5
"SRPRA" 6760 5837 7854 5636 5604 4917 4872 6954 5537
"OTOP3" 0 3 0 0 1 0 1 1 0
"EWSR1" 7436 5317 10984 7102 6245 6830 8315 9321 9990
"ODF3L1" 14 31 17 8 16 11 14 7 7
"HMGN4" 2543 2157 2546 2598 2287 1578 2361 2399 2208
"SPATA13" 5714 3285 3177 6151 4290 2988 5275 2678 3839
"GJC1" 786 1022 801 796 1012 757 1081 531 705
"SOX1" 7 0 0 3 0 1 0 1 0
"CNOT10" 802 769 1207 814 759 683 988 842 1096
"MTA1" 1747 1945 2638 1823 1974 1331 2260 1409 2304
"ZNF662" 638 317 582 641 433 454 683 422 927
"CADM1" 6374 4478 7066 6102 6318 2902 7405 3138 6083
"ZNF320" 3179 1637 2795 3147 2417 1496 3175 1350 3025
"C12orf60" 1641 2212 2241 1358 2078 1425 1425 2278 722
"PYCR1" 211 195 429 254 186 745 258 239 243
"NAA38" 1229 1747 1652 1262 1564 680 1575 2095 1691
"SPNS2" 967 878 931 1432 716 974 2091 468 682
"MCEMP1" 121 23 88 40 6 22 37 11 71
"AP2A2" 2613 3444 5549 2890 3375 2440 3029 1569 4167
"SLC8A1" 505 486 585 609 351 554 453 257 734
"OR1G1" 0 0 0 0 0 0 0 0 0
"SLC25A21" 16 16 18 12 11 21 16 11 14
"OTOP2" 3 5 6 4 4 11 2 11 2
"CYLC1" 1 1 1 0 0 0 0 1 1
"PCP4" 57 33 27 27 18 25 37 12 58
"ABAT" 322 310 808 285 384 330 377 96 310
"SLC25A10" 177 320 618 230 266 156 313 250 511
"CAMK1D" 165 117 304 114 127 127 176 53 138
"RGPD6" 0 0 1 1 0 0 0 1 0
"LYSMD4" 313 430 609 371 502 413 446 400 380
"WBP2NL" 95 188 276 117 176 161 171 144 351
"IGSF5" 2033 370 978 1701 533 586 1131 214 955
"NKX2-5" 6 1 0 6 6 0 1 3 0
"AFMID" 603 1035 499 759 952 262 995 982 766
"GAS6" 1104 916 529 1063 1017 492 1009 1313 525
"FREM3" 7 8 13 6 9 6 19 14 6
"NEB" 187 177 219 192 169 164 321 113 405
"BEGAIN" 117 97 33 113 144 14 106 43 18
"GPC6" 38 96 125 26 51 34 25 56 26
"ARHGEF37" 1258 124 867 1716 526 469 1638 520 487
"FAM43B" 2 0 7 7 1 18 1 4 0
"CSMD1" 1452 475 208 437 262 373 1161 524 221
"CALHM3" 27 19 29 19 19 55 16 46 22
"PTGDR2" 67 116 152 65 114 85 102 224 146
"CEP57L1" 534 514 445 855 842 533 428 315 537
"RIPPLY3" 2 10 20 3 6 7 8 29 14
"PRORY" 0 0 1 2 1 0 0 0 0
"ANKRD20A2" 0 0 0 0 0 0 0 0 0
"GPR19" 14 21 16 19 11 15 10 4 20
"GJD3" 41 22 102 38 29 42 75 22 30
"RABIF" 1037 920 1302 980 907 710 953 1234 976
"TMEM119" 66 73 46 35 39 21 35 61 44
"FANCF" 412 314 586 485 338 310 604 240 514
"CALN1" 18 81 32 13 11 42 16 14 22
"SMDT1" 933 1765 1413 1008 1539 622 1034 1577 1198
"GABRR3" 2 6 1 1 2 1 3 6 0
"C2CD4C" 5 3 10 1 3 2 0 2 2
"CHST6" 152 194 306 111 220 66 130 75 239
"POTEC" 0 1 0 1 0 0 1 0 0
"RUVBL2" 1855 2453 3214 1892 2438 1329 2323 2380 2593
"GDPGP1" 112 127 184 106 147 75 149 90 139
"CTNNA3" 92 181 101 74 106 82 96 110 104
"RIMBP3C" 0 0 0 0 0 0 0 0 0
"PRR36" 11 7 12 10 5 6 4 5 2
"OR51B4" 0 0 0 1 0 0 3 0 0
"PTTG1IP" 60278 43380 52744 55229 45972 27498 49366 27504 49139
"DDX41" 2894 2804 3069 3038 2711 1662 3704 2684 2546
"ABHD16B" 43 76 145 61 74 107 56 53 59
"OR52E8" 0 0 0 0 0 0 0 0 0
"CCDC60" 49 32 29 43 38 18 28 46 46
"PLGLB1" 8 1 27 9 6 26 8 12 46
"DAZAP2" 13554 11197 15332 13731 12144 8279 13752 15232 13521
"CCBE1" 28 54 196 47 39 46 42 13 24
"SELENOF" 10546 12526 10385 10832 11596 5380 10513 9839 10156
"PRSS40A" 0 0 0 0 0 0 0 0 0
"OR5P2" 0 0 0 0 0 1 0 0 3
"FAM9A" 0 1 0 1 0 0 1 0 0
"MAGEA2B" 0 0 0 1 0 0 0 0 0
"TMEM121B" 10 8 13 10 16 13 16 9 10
"ZNF623" 818 721 1358 975 907 851 1086 648 1263
"OR2T34" 0 0 0 0 0 0 0 0 0
"OR52L1" 0 0 0 0 0 0 0 0 0
"EPHA10" 1 0 1 3 0 3 3 3 0
"SPDYE4" 1 1 1 1 0 2 0 2 0
"CCDC125" 2865 1638 3814 3132 2125 1715 3000 1094 4891
"REC114" 24 7 23 15 16 13 23 11 12
"BOLA2" 37 41 97 38 46 52 41 49 84
"BCOR" 1253 1027 1083 1329 1106 998 1454 1251 748
"JRKL" 612 345 648 679 425 498 717 339 692
"CABCOCO1" 10 7 43 21 8 15 9 2 3
"GBP6" 3 5 13 10 10 41 7 2 0
"KIAA2026" 1656 1014 2101 1403 1306 1175 1500 835 1895
"OVCH2" 98 39 255 65 66 86 113 48 290
"SYNDIG1L" 4 11 18 4 5 5 6 3 2
"FHL3" 402 378 440 636 524 549 533 614 318
"OR56A4" 1 0 0 0 0 0 1 0 0
"PMCH" 101 147 136 123 151 45 158 166 164
"TMEM89" 0 0 2 0 3 0 0 0 0
"C19orf71" 623 256 811 605 356 998 508 341 690
"CCDC159" 898 860 1078 785 927 536 870 813 783
"RIPK4" 1284 1636 3021 1334 1739 1168 1788 1878 1892
"LRIT3" 5 3 4 2 1 2 4 3 7
"NPIPA1" 185 141 304 254 164 207 334 154 295
"SF3A3" 3012 3182 4614 3444 3482 2775 3910 4244 4193
"TFDP3" 0 0 0 0 0 0 0 0 0
"TRIM61" 21 13 44 23 23 23 31 22 56
"GRIN2A" 11 19 53 2 8 32 6 2 2
"URAD" 1 0 0 1 2 0 0 2 0
"GTF2H2C" 47 49 91 32 57 47 55 54 74
"ASB7" 711 712 1157 771 772 713 733 619 924
"SH2D7" 69 86 166 54 134 115 69 82 126
"TREX2" 517 550 729 562 552 433 509 513 701
"GPR132" 124 71 76 136 94 172 44 53 39
"MX2" 77 49 182 7942 4701 19363 294 309 111
"EP400" 3083 1902 3157 2827 2488 2455 2898 1365 3496
"MEX3B" 907 1992 1161 1338 1707 751 1098 1151 1251
"TENT5C" 341 268 383 337 367 306 267 1035 149
"COA5" 883 1093 955 978 1047 498 1018 1050 1233
"UTP11" 1352 1541 1699 1276 1403 1002 1269 3153 1513
"PSMG1" 1460 1539 2244 1327 1323 1130 1674 1392 2057
"PRR14L" 3527 1900 4256 3187 2503 2615 3279 3106 3925
"KLRC4" 5 1 40 3 4 33 0 4 1
"ACSM5" 2 3 19 14 27 124 3 8 1
"C10orf120" 0 1 0 0 0 0 0 0 0
"IZUMO1R" 0 0 0 0 0 1 0 0 3
"SERHL2" 110 117 207 116 164 177 162 244 299
"PCBP3" 22 22 458 17 16 161 8 7 21
"PGPEP1L" 4 5 12 2 2 12 4 5 4
"SETD3" 6955 6078 7511 6846 5475 3453 8674 3113 7367
"TNFAIP8L3" 34 45 81 21 55 44 35 31 43
"ZNRF3" 1088 958 2279 1013 1485 920 1509 1471 1863
"FBXL7" 159 368 203 224 393 130 176 130 112
"TANGO2" 729 692 1054 628 655 712 739 509 897
"HIST2H3D" 2 0 0 0 1 2 0 4 0
"SFXN4" 652 665 915 622 685 496 896 675 1033
"GKN2" 0 11 2 0 13 2 0 1 2
"FAM167B" 27 120 148 69 90 60 77 78 75
"MRPL54" 1339 1564 1223 1510 1477 550 1331 1290 1185
"ZNF438" 565 387 644 565 470 555 521 164 598
"HMCES" 1000 1210 1426 1145 1098 810 1237 1275 1008
"CCR3" 1430 600 1445 2523 1551 5887 1232 762 1131
"DGCR6" 131 155 160 168 136 104 209 135 157
"GOLGA8G" 0 0 0 0 0 0 0 0 0
"PRR32" 0 0 1 0 0 0 1 0 0
"TP53TG3" 0 0 0 0 0 0 0 0 0
"RP1L1" 39 37 26 55 44 29 48 9 41
"KRTAP8-1" 0 0 0 0 0 0 0 0 0
"C11orf88" 6 7 4 11 7 28 13 6 4
"ZNF530" 159 181 235 192 163 162 224 450 255
"NDUFB1" 1576 2622 1378 1651 2163 575 1463 2283 1709
"MARCH11" 0 8 4 3 1 4 1 2 0
"KLHL25" 111 126 106 71 102 90 65 146 107
"TAFA1" 9 20 5 6 4 14 6 2 7
"TRMT12" 356 337 484 370 347 247 468 505 474
"PSG9" 1120 347 328 575 186 544 494 341 219
"GPR1" 96 83 112 90 77 454 63 126 51
"BMP8A" 22 27 54 26 23 22 52 23 34
"ALYREF" 1642 1950 2292 1578 1736 1306 1749 2976 1954
"RFLNB" 481 884 771 377 668 217 570 698 397
"EFHC2" 17 20 40 26 18 33 15 23 17
"NOG" 902 507 1691 1615 679 7852 751 938 100
"MRGPRX2" 0 0 0 0 0 1 0 0 0
"UPP1" 5342 3563 3709 5634 3035 3844 3639 7932 2631
"OR4N4" 0 0 0 0 0 0 0 0 0
"IFNL2" 8 3 1 18 11 20 5 6 9
"OPCML" 10 48 16 13 12 20 14 12 11
"TRIM52" 403 287 608 449 368 311 496 301 571
"LHFPL6" 1711 3942 1508 1790 3272 2194 2604 2841 1638
"CMTM4" 1628 1604 2108 1233 1306 1732 1984 1370 1701
"TMEM50A" 5344 4873 5119 5852 6810 6534 3979 4243 3651
"NPBWR1" 4 1 12 2 2 6 1 2 1
"FIGLA" 0 0 0 1 0 0 1 0 0
"ASCL2" 66 131 577 220 211 1326 158 71 170
"TBK1" 5166 4010 4651 4606 4936 3741 3431 6447 4530
"CBX6" 391 665 971 467 807 618 507 751 620
"MACC1" 120 105 212 91 75 162 106 70 116
"ACSM2A" 0 2 0 1 0 0 0 0 0
"TBL3" 895 787 1612 833 786 739 920 1100 1144
"BPY2" 0 0 0 0 0 0 0 0 0
"ACP7" 15 4 4 4 5 2 8 3 4
"KREMEN1" 1964 1218 3648 1262 1452 1008 1467 604 1232
"TRAIP" 113 135 184 181 172 128 218 124 242
"CHEK2" 512 624 737 720 650 350 696 373 859
"FOXL2" 1 13 99 4 3 84 3 13 12
"AIFM3" 4 12 17 11 16 63 9 11 12
"KCTD16" 26 55 24 33 27 23 40 16 41
"B3GALT5" 30 7 89 8 2 27 10 9 10
"ZNF703" 9431 4987 5438 10557 5028 3876 7332 5990 4362
"SLC35F3" 50 33 23 82 20 16 79 10 15
"KCTD8" 1 10 26 4 4 11 2 4 2
"DOCK8-AS1" 106 88 156 130 102 92 139 74 149
"TUBA8" 21 30 36 45 68 64 29 29 41
"ELOA3" 0 0 0 0 0 0 0 0 0
"NPIPA5" 18 3 32 16 1 18 24 0 22
"BPY2B" 0 0 0 0 0 0 0 0 0
"EMILIN3" 26 6 52 32 26 33 79 19 41
"OLFML1" 75 146 45 54 139 10 116 101 57
"FAM162B" 545 1759 73 619 1441 48 823 1462 383
"RBM12B" 662 385 999 737 547 649 879 769 1137
"CCR4" 10 7 8 4 7 15 0 8 1
"LIN9" 1010 1081 1072 1585 1274 539 1091 796 1322
"BTBD9" 875 630 1017 845 711 579 844 336 984
"NUDT14" 456 717 331 506 737 204 551 699 411
"ANKRD45" 7 9 10 12 15 20 20 31 23
"MAATS1" 16 13 11 9 11 9 1 8 3
"PNMA3" 0 1 0 3 5 1 0 5 0
"GPR39" 13 20 45 18 8 67 16 2 18
"FAM3B" 3087 2955 2994 4331 3536 1252 3808 4113 3078
"ZNF730" 468 356 743 681 427 310 840 368 978
"KIRREL1" 1093 1052 964 943 1058 293 945 719 416
"IQGAP3" 478 498 634 455 513 398 649 388 843
"CNGA2" 0 0 0 0 0 0 0 0 0
"TOB2" 2690 2703 3551 2294 2723 1902 2316 4840 2215
"SCN5A" 18 32 25 33 50 31 29 26 18
"ARSI" 161 202 175 176 195 370 133 193 100
"UTY" 1440 31 23 1492 33 15 1312 32 19
"SRARP" 0 0 14 1 0 0 5 1 0
"TTC32" 274 165 165 249 245 143 219 169 220
"LRRC55" 5 10 6 3 17 2 3 15 6
"DNAH2" 10 41 16 18 38 10 19 36 17
"SH2D1A" 73 81 120 92 51 64 61 80 44
"SDR42E2" 11 11 7 6 11 5 17 2 16
"PRKX" 570 2345 1970 531 2653 1157 726 1471 664
"KMT5A" 695 885 1112 695 753 652 924 845 729
"KCNH8" 234 231 258 262 273 98 371 108 368
"SMTN" 1919 1021 2059 1886 1311 953 2113 1144 821
"NPW" 10 5 57 10 18 34 14 17 14
"PP2D1" 4556 4768 5156 4457 4913 3614 4158 4800 3991
"COA3" 1065 1164 1252 1032 1102 597 1203 796 1131
"NPB" 158 101 154 130 117 53 148 143 122
"ST6GALNAC3" 241 205 157 197 166 78 243 59 106
"PTP4A2" 13137 8934 10174 9856 8799 6089 8934 8752 6939
"ACTG1" 109356 88170 100308 92219 84254 91800 94653 139433 74807
"TMPRSS2" 23 27 32 42 50 85 25 11 28
"DENND5A" 7790 5792 8726 8147 7095 8259 6566 5689 6276
"OR2T10" 1 0 0 0 0 1 0 0 0
"DSCR4" 274 274 263 289 265 162 268 308 437
"KRTAP20-2" 0 0 1 0 0 1 0 0 0
"CTAG1B" 0 0 0 0 0 0 0 0 0
"DIABLO" 3125 3163 3236 2900 3050 1864 2707 5677 2898
"VPS33B" 1014 900 1537 1199 1193 976 1307 1052 1387
"TBX1" 5 7 21 13 6 77 11 5 15
"ADAP2" 419 518 766 594 787 812 593 310 625
"UQCR10" 3100 3354 3292 3211 3407 1515 3257 2387 3132
"FAM120C" 300 338 531 397 407 312 408 232 512
"TRIML1" 37 29 11 32 34 6 52 42 15
"EIF3C" 105 206 200 78 200 138 85 204 244
"CLDN5" 127 457 269 107 250 82 133 285 149
"NIPSNAP1" 2386 2635 4194 3100 3027 1401 3436 1301 3983
"OR4F6" 0 1 0 0 0 0 0 0 0
"CNTN2" 3 2 3 3 6 1 1 0 3
"SPRR4" 0 0 0 0 0 0 0 0 0
"LRTOMT" 4163 4457 5427 4151 4545 2500 4508 5959 4795
"OR10J5" 0 0 0 0 0 0 0 0 0
"KCNQ3" 26 17 110 12 6 222 20 4 6
"ADRA2C" 212 181 1674 308 176 563 360 68 359
"NR2C2AP" 664 781 873 840 760 589 868 957 900
"C1QTNF12" 39 40 36 25 52 43 24 14 48
"CRELD2" 699 782 593 692 1030 394 729 1087 484
"OR1D2" 0 0 0 0 0 0 0 0 0
"SCFD2" 453 546 942 427 574 405 621 326 763
"UBE2F" 2337 2728 4258 2767 2725 2588 2440 2263 2875
"KCNJ12" 6 5 8 8 11 11 4 8 14
"GPR173" 28 49 46 30 21 13 26 28 20
"PPP1R2" 2579 2349 2204 2441 2206 1327 2576 2086 2159
"TSPYL2" 1941 1694 2262 1580 1573 1044 1244 3617 1417
"GOLGA6L4" 0 0 0 0 0 0 0 0 0
"PGP" 970 1322 2067 1111 1127 871 1325 1041 1516
"C22orf46" 825 521 1390 989 661 764 1042 306 1331
"SNRNP35" 1344 1130 1734 1466 1193 942 1599 896 1476
"DGAT2L6" 9 13 5 5 6 5 8 0 19
"IRAK1" 3035 3569 6221 3208 3897 4019 3324 3480 3706
"CMSS1" 2220 3715 2398 2198 4402 1770 3022 3931 2144
"OLIG1" 6 3 1 8 3 22 1 1 1
"PCDH9" 7 30 14 9 8 17 10 10 7
"ACOT1" 70 63 47 120 113 48 75 58 37
"OAF" 260 389 1787 421 604 1012 289 285 255
"ALDH1A3" 765 478 3393 946 572 667 874 535 1111
"CDR1" 8 19 5 4 7 9 4 18 1
"HIST2H2AC" 15 32 13 25 31 13 13 46 19
"KCNK12" 11 24 92 79 38 338 37 22 13
"HIST2H2AB" 2 16 6 7 6 5 4 24 9
"POU6F1" 161 191 413 168 254 289 176 189 366
"DEFB108B" 0 0 0 0 0 0 0 1 0
"TM2D3" 1731 1656 2070 1861 1742 1155 1878 1646 1628
"TSSC4" 1070 1296 1611 1094 1324 1032 1077 1794 1139
"TACSTD2" 7537 12608 3805 4620 10313 2484 3578 12861 1819
"CLECL1" 6 0 9 5 1 16 3 1 3
"SIX6" 0 0 0 0 0 0 0 0 0
"PRKD1" 58 102 106 46 71 49 55 88 43
"CCSER1" 515 910 887 568 932 656 608 737 1005
"ZDHHC23" 286 209 341 223 219 247 253 106 336
"MROH7" 41 17 52 61 36 43 79 20 96
"OR51J1" 0 1 0 0 0 0 0 0 1
"S100A7A" 33 1 5 1 0 0 3 0 0
"SRPK3" 12 9 28 5 13 12 14 18 22
"GDF3" 0 2 0 0 0 0 0 0 0
"IQCF2" 0 0 0 0 0 0 0 1 0
"SLIT3" 290 467 623 272 468 612 258 541 211
"EFNA5" 313 246 637 890 236 231 900 146 736
"MRGPRE" 2 1 11 0 0 6 0 1 1
"KRTAP19-1" 13 28 25 6 19 38 15 445 80
"HIST1H1B" 6 6 2 13 2 0 4 27 10
"SPATA32" 7 7 14 22 11 23 8 3 22
"PKP3" 5411 6715 9104 8013 7477 7329 7670 6446 6085
"MAP7D2" 1515 2184 3581 1531 2176 955 2040 1458 3422
"CSF1" 2192 2210 1824 1810 2947 1806 1224 2031 661
"COLEC10" 97 196 21 113 199 24 170 193 247
"ACTRT3" 41 25 79 27 40 56 61 176 54
"PLA2G6" 1204 945 1100 1125 1140 751 1002 1327 890
"MAML2" 4137 2424 3464 4161 3264 3475 3275 1047 3369
"PABPC1L2B" 0 0 0 0 0 0 0 0 0
"A3GALT2" 7 3 8 9 6 5 10 1 8
"OR4N5" 0 0 0 0 0 0 0 0 0
"SS18L1" 690 682 1167 613 839 550 704 919 1227
"KCND2" 17 27 94 15 18 62 7 16 13
"TOP1MT" 650 602 675 715 641 417 1056 483 667
"COPB2" 15044 14963 18680 14279 15305 9883 13066 13065 14662
"LRRC19" 7 0 3 15 8 2 21 6 22
"THAP7" 322 347 605 338 368 295 326 341 427
"KNTC1" 1135 1039 1634 1390 1284 882 1576 993 1973
"CCR10" 37 67 53 31 50 21 57 40 37
"NCMAP" 381 137 366 287 152 214 248 155 306
"BPIFC" 4 7 8 7 5 11 5 3 8
"WDR27" 720 647 1377 708 850 690 1045 660 2279
"TXNRD2" 1278 1337 2456 1387 1423 976 1595 1501 1799
"C1QTNF8" 0 0 0 0 0 0 1 0 0
"OR56A3" 63 76 12 45 68 17 73 503 25
"FOXO4" 63175 51478 96481 74343 70139 49043 62075 52226 67792
"POU3F2" 9 1 0 7 1 3 2 5 3
"PTP4A3" 323 781 135 294 585 63 447 393 216
"FOXD4L1" 0 0 0 2 0 1 0 0 2
"TMEM255B" 72 114 146 76 107 119 111 73 48
"PROS1" 217 785 380 196 600 270 185 545 276
"GAST" 845 144 152 777 134 71 575 405 374
"NUTM1" 1 1 0 0 0 2 2 1 1
"HDDC3" 385 486 643 416 458 267 615 274 612
"BEX5" 1 1 4 0 0 1 0 0 2
"ZFP1" 335 427 509 351 380 296 374 459 350
"CEND1" 0 0 2 1 1 3 2 2 2
"C6orf58" 54 25 55 48 37 26 68 22 71
"DHRS7C" 1 3 0 2 1 1 0 0 1
"DUSP8" 1220 1329 773 1097 1420 727 1098 1053 575
"SOCS3" 7403 20130 9718 8804 22454 10002 9487 16313 8587
"SPEM2" 1 0 0 0 0 2 0 0 0
"SLITRK6" 4 3 0 6 0 37 11 3 1
"PIWIL3" 6 3 6 4 3 4 4 2 5
"LPAR5" 22 27 29 43 30 64 10 14 7
"XPOT" 11283 11317 15231 10566 10368 7383 9824 7448 11842
"TMEM173" 408 766 287 568 947 360 474 496 227
"PDE4B" 1700 1723 3201 1604 2521 2872 1151 1788 1645
"TAFA3" 1 6 9 4 1 1 2 0 2
"C14orf180" 13 21 1 9 26 3 3 30 11
"SNN" 510 750 759 529 783 874 417 854 337
"KCNH7" 183 89 202 149 102 130 187 123 259
"NELL2" 86 19 45 22 17 17 29 9 21
"KRBA2" 106 42 119 105 93 44 141 49 128
"MED12" 4068 2710 4891 4090 3674 2507 4076 2870 4236
"ZNF93" 470 371 473 489 424 390 473 760 514
"SEPTIN9" 10206 11384 20306 10386 13101 9639 11381 5048 11322
"PRSS55" 0 4 0 5 3 0 0 1 3
"ODF4" 1 6 1 0 0 1 2 0 1
"FOXD4L4" 0 0 0 0 0 0 0 0 0
"CDCA2" 303 342 423 283 403 181 403 795 468
"RALYL" 37 101 9 50 67 23 42 58 23
"AMER1" 179 162 273 209 198 208 215 69 240
"ZBTB40" 1279 1238 2178 1438 1395 1367 1341 2015 2029
"HIST2H2BE" 1235 1338 574 1224 1435 907 738 10289 487
"CLDN6" 799 338 408 556 270 271 441 1028 416
"OR51M1" 0 0 0 2 2 1 2 0 3
"SEPTIN5" 129 197 257 158 173 143 163 186 78
"EIF4ENIF1" 1092 1163 1889 984 1175 932 1338 1229 1546
"LRRC26" 0 0 0 0 0 0 2 2 0
"SERINC4" 2107 1445 1499 1799 1659 629 1776 2432 1495
"RNLS" 60 47 87 43 74 44 49 68 85
"KRTAP6-1" 0 0 0 0 0 0 0 0 0
"APOBR" 426 163 485 714 443 1475 396 135 446
"FAM110C" 8 3 1639 3 3 246 1 1 0
"DDX53" 0 0 0 0 0 0 0 0 0
"ATL3" 2130 1429 2401 2818 1606 2986 2843 1120 1248
"NDUFA12" 1559 2180 1834 1784 2137 968 1718 1708 1672
"SMIM10" 23 30 43 14 20 15 38 31 27
"TCTE3" 40 34 24 45 66 19 36 119 38
"UBE2G2" 3802 3623 6124 3732 4187 3048 3885 4433 5613
"SATL1" 218 264 276 293 296 176 323 141 236
"OSBP2" 143 162 144 120 162 104 151 127 165
"TRARG1" 2 1 1 2 5 5 1 5 2
"PRR23B" 0 0 0 0 0 0 0 0 0
"ZBTB7C" 362 621 1436 376 641 390 483 399 1006
"APOO" 335 340 1331 277 365 753 325 353 363
"PRR16" 54 112 100 73 119 86 75 45 65
"TMED9" 20362 15820 18457 18988 16141 12663 17761 13214 15510
"DRD1" 2 8 6 1 1 0 0 3 3
"TMEM186" 757 714 1213 701 719 557 868 644 808
"SDR42E1" 26 91 76 21 91 108 10 117 171
"RBM33" 3539 2649 4146 3575 3574 2936 3075 2593 3982
"ARMCX2" 118 347 172 125 329 246 114 281 275
"BTBD6" 652 635 1016 741 576 495 837 840 748
"SRY" 0 0 0 2 0 0 2 0 0
"H1FX" 2000 3168 3755 2638 3041 2921 1970 3093 1801
"RBM43" 360 491 696 1235 1856 1438 582 357 603
"SUMO3" 3994 4887 5703 4730 4842 3154 4209 5361 5256
"IMMP2L" 916 807 732 885 878 362 990 560 1087
"TCEAL2" 2 1 4 2 0 0 0 4 0
"CLCNKB" 7 9 12 1 15 1 7 11 8
"DMRTC1B" 0 0 0 0 0 0 0 0 1
"JAG2" 903 882 697 1140 1047 357 1361 444 824
"FMNL1" 724 308 696 627 421 1103 410 321 428
"NUTM2A" 6 6 42 11 8 16 10 7 35
"PTRHD1" 1194 1315 917 1317 1287 375 1388 1400 998
"LCN12" 2 6 5 3 2 2 8 0 11
"OR6A2" 0 0 0 0 0 0 1 0 0
"WT1" 11 16 752 25 19 330 20 19 36
"ZFP90" 324 493 499 403 569 268 400 460 379
